prices,obs,date,region
7709,105319,2009-12-01,East Midlands
5175,105319,2009-12-01,Wales
3656,105319,2009-12-01,Northern Ireland
8400,105319,2009-12-01,West Midlands
14621,105319,2009-12-01,South East
8834,105319,2009-12-01,Yorkshire & Humber
11105,105319,2009-12-01,North West
9879,105319,2009-12-01,East Anglia
8241,105319,2009-12-01,Scotland
9512,105319,2009-12-01,South West
4944,105319,2009-12-01,North
9689,101545,2010-01-01,East Anglia
9148,101545,2010-01-01,South West
7913,101545,2010-01-01,West Midlands
8604,101545,2010-01-01,Yorkshire & Humber
5007,101545,2010-01-01,Wales
14229,101545,2010-01-01,South East
4867,101545,2010-01-01,North
11786,101545,2010-01-01,London
7958,101545,2010-01-01,Scotland
7335,101545,2010-01-01,East Midlands
3611,101545,2010-01-01,Northern Ireland
10679,101545,2010-01-01,North West
11716,97889,2010-02-01,London
8776,97889,2010-02-01,South West
3294,97889,2010-02-01,Northern Ireland
8426,97889,2010-02-01,Yorkshire & Humber
13775,97889,2010-02-01,South East
10060,97889,2010-02-01,North West
7795,97889,2010-02-01,Scotland
7212,97889,2010-02-01,East Midlands
7578,97889,2010-02-01,West Midlands
9350,97889,2010-02-01,East Anglia
4622,97889,2010-02-01,Wales
4592,97889,2010-02-01,North
9544,102189,2010-03-01,East Anglia
12182,102189,2010-03-01,London
8720,102189,2010-03-01,Yorkshire & Humber
9221,102189,2010-03-01,South West
14243,102189,2010-03-01,South East
4690,102189,2010-03-01,North
5036,102189,2010-03-01,Wales
10690,102189,2010-03-01,North West
7994,102189,2010-03-01,West Midlands
3538,102189,2010-03-01,Northern Ireland
8033,102189,2010-03-01,Scotland
7590,102189,2010-03-01,East Midlands
9352,104566,2010-04-01,South West
11125,104566,2010-04-01,North West
9747,104566,2010-04-01,East Anglia
7733,104566,2010-04-01,East Midlands
4901,104566,2010-04-01,North
14397,104566,2010-04-01,South East
5178,104566,2010-04-01,Wales
12345,104566,2010-04-01,London
3678,104566,2010-04-01,Northern Ireland
8180,104566,2010-04-01,West Midlands
8921,104566,2010-04-01,Yorkshire & Humber
8347,104566,2010-04-01,Scotland
4977,105655,2010-05-01,North
5247,105655,2010-05-01,Wales
9399,105655,2010-05-01,South West
9690,105655,2010-05-01,East Anglia
14637,105655,2010-05-01,South East
3733,105655,2010-05-01,Northern Ireland
7777,105655,2010-05-01,East Midlands
12407,105655,2010-05-01,London
8297,105655,2010-05-01,West Midlands
8488,105655,2010-05-01,Scotland
11259,105655,2010-05-01,North West
9076,105655,2010-05-01,Yorkshire & Humber
5288,106532,2010-06-01,Wales
8636,106532,2010-06-01,Scotland
9105,106532,2010-06-01,Yorkshire & Humber
11233,106532,2010-06-01,North West
12515,106532,2010-06-01,London
9791,106532,2010-06-01,East Anglia
7837,106532,2010-06-01,East Midlands
8379,106532,2010-06-01,West Midlands
3775,106532,2010-06-01,Northern Ireland
4986,106532,2010-06-01,North
9534,106532,2010-06-01,South West
14730,106532,2010-06-01,South East
7943,107229,2010-07-01,East Midlands
9647,107229,2010-07-01,South West
9140,107229,2010-07-01,Yorkshire & Humber
9842,107229,2010-07-01,East Anglia
5041,107229,2010-07-01,North
8662,107229,2010-07-01,Scotland
3600,107229,2010-07-01,Northern Ireland
8405,107229,2010-07-01,West Midlands
14855,107229,2010-07-01,South East
5317,107229,2010-07-01,Wales
12660,107229,2010-07-01,London
11394,107229,2010-07-01,North West
14918,108091,2010-08-01,South East
3834,108091,2010-08-01,Northern Ireland
11468,108091,2010-08-01,North West
9695,108091,2010-08-01,South West
5368,108091,2010-08-01,Wales
12728,108091,2010-08-01,London
8417,108091,2010-08-01,West Midlands
9855,108091,2010-08-01,East Anglia
8032,108091,2010-08-01,East Midlands
5038,108091,2010-08-01,North
8755,108091,2010-08-01,Scotland
9260,108091,2010-08-01,Yorkshire & Humber
12824,108500,2010-09-01,London
11380,108500,2010-09-01,North West
8059,108500,2010-09-01,East Midlands
3889,108500,2010-09-01,Northern Ireland
5409,108500,2010-09-01,Wales
14989,108500,2010-09-01,South East
8387,108500,2010-09-01,West Midlands
9256,108500,2010-09-01,Yorkshire & Humber
9736,108500,2010-09-01,South West
8790,108500,2010-09-01,Scotland
9956,108500,2010-09-01,East Anglia
5065,108500,2010-09-01,North
10069,109466,2010-10-01,East Anglia
11576,109466,2010-10-01,North West
5174,109466,2010-10-01,North
3991,109466,2010-10-01,Northern Ireland
12838,109466,2010-10-01,London
5476,109466,2010-10-01,Wales
9778,109466,2010-10-01,South West
9362,109466,2010-10-01,Yorkshire & Humber
15142,109466,2010-10-01,South East
8794,109466,2010-10-01,Scotland
8001,109466,2010-10-01,East Midlands
8515,109466,2010-10-01,West Midlands
9807,109784,2010-11-01,South West
5475,109784,2010-11-01,Wales
12958,109784,2010-11-01,London
8853,109784,2010-11-01,Scotland
9380,109784,2010-11-01,Yorkshire & Humber
8020,109784,2010-11-01,East Midlands
4061,109784,2010-11-01,Northern Ireland
11596,109784,2010-11-01,North West
5180,109784,2010-11-01,North
8414,109784,2010-11-01,West Midlands
15109,109784,2010-11-01,South East
10129,109784,2010-11-01,East Anglia
9439,110303,2010-12-01,Yorkshire & Humber
8082,110303,2010-12-01,East Midlands
15258,110303,2010-12-01,South East
5507,110303,2010-12-01,Wales
9852,110303,2010-12-01,South West
5192,110303,2010-12-01,North
8524,110303,2010-12-01,West Midlands
4065,110303,2010-12-01,Northern Ireland
13058,110303,2010-12-01,London
10165,110303,2010-12-01,East Anglia
11517,110303,2010-12-01,North West
8842,110303,2010-12-01,Scotland
7865,107592,2011-01-01,East Midlands
11356,107592,2011-01-01,North West
9248,107592,2011-01-01,Yorkshire & Humber
9642,107592,2011-01-01,South West
14767,107592,2011-01-01,South East
9922,107592,2011-01-01,East Anglia
12691,107592,2011-01-01,London
4002,107592,2011-01-01,Northern Ireland
5090,107592,2011-01-01,North
5362,107592,2011-01-01,Wales
8590,107592,2011-01-01,Scotland
8283,107592,2011-01-01,West Midlands
5273,107243,2011-02-01,North
9273,107243,2011-02-01,Yorkshire & Humber
8268,107243,2011-02-01,West Midlands
11062,107243,2011-02-01,North West
7959,107243,2011-02-01,East Midlands
9564,107243,2011-02-01,South West
14317,107243,2011-02-01,South East
8440,107243,2011-02-01,Scotland
4317,107243,2011-02-01,Northern Ireland
5409,107243,2011-02-01,Wales
10030,107243,2011-02-01,East Anglia
12565,107243,2011-02-01,London
8261,111703,2011-03-01,East Midlands
4407,111703,2011-03-01,Northern Ireland
11604,111703,2011-03-01,North West
9562,111703,2011-03-01,Yorkshire & Humber
9003,111703,2011-03-01,Scotland
9878,111703,2011-03-01,South West
8582,111703,2011-03-01,West Midlands
14992,111703,2011-03-01,South East
13079,111703,2011-03-01,London
10311,111703,2011-03-01,East Anglia
5488,111703,2011-03-01,North
5769,111703,2011-03-01,Wales
9725,110135,2011-04-01,South West
8564,110135,2011-04-01,West Midlands
9481,110135,2011-04-01,Yorkshire & Humber
4302,110135,2011-04-01,Northern Ireland
8825,110135,2011-04-01,Scotland
8182,110135,2011-04-01,East Midlands
14910,110135,2011-04-01,South East
5366,110135,2011-04-01,North
10182,110135,2011-04-01,East Anglia
12840,110135,2011-04-01,London
11385,110135,2011-04-01,North West
5691,110135,2011-04-01,Wales
9528,110905,2011-05-01,Yorkshire & Humber
8627,110905,2011-05-01,West Midlands
4396,110905,2011-05-01,Northern Ireland
5731,110905,2011-05-01,Wales
9042,110905,2011-05-01,Scotland
10239,110905,2011-05-01,East Anglia
14984,110905,2011-05-01,South East
5399,110905,2011-05-01,North
8230,110905,2011-05-01,East Midlands
9797,110905,2011-05-01,South West
11461,110905,2011-05-01,North West
12789,110905,2011-05-01,London
9781,110923,2011-06-01,South West
11539,110923,2011-06-01,North West
14965,110923,2011-06-01,South East
8161,110923,2011-06-01,East Midlands
5445,110923,2011-06-01,North
4501,110923,2011-06-01,Northern Ireland
12915,110923,2011-06-01,London
9451,110923,2011-06-01,Yorkshire & Humber
10219,110923,2011-06-01,East Anglia
5756,110923,2011-06-01,Wales
9005,110923,2011-06-01,Scotland
8481,110923,2011-06-01,West Midlands
9788,110938,2011-07-01,South West
8998,110938,2011-07-01,Scotland
8338,110938,2011-07-01,West Midlands
8181,110938,2011-07-01,East Midlands
4324,110938,2011-07-01,Northern Ireland
5811,110938,2011-07-01,Wales
15002,110938,2011-07-01,South East
11516,110938,2011-07-01,North West
10248,110938,2011-07-01,East Anglia
9460,110938,2011-07-01,Yorkshire & Humber
5493,110938,2011-07-01,North
13075,110938,2011-07-01,London
9158,111624,2011-08-01,Scotland
5488,111624,2011-08-01,North
10258,111624,2011-08-01,East Anglia
9584,111624,2011-08-01,Yorkshire & Humber
11559,111624,2011-08-01,North West
5814,111624,2011-08-01,Wales
15061,111624,2011-08-01,South East
8683,111624,2011-08-01,West Midlands
4475,111624,2011-08-01,Northern Ireland
13070,111624,2011-08-01,London
8318,111624,2011-08-01,East Midlands
9452,111624,2011-08-01,South West
5540,112468,2011-09-01,North
15098,112468,2011-09-01,South East
8635,112468,2011-09-01,West Midlands
13137,112468,2011-09-01,London
4458,112468,2011-09-01,Northern Ireland
9689,112468,2011-09-01,Yorkshire & Humber
8368,112468,2011-09-01,East Midlands
9838,112468,2011-09-01,South West
11563,112468,2011-09-01,North West
10343,112468,2011-09-01,East Anglia
9192,112468,2011-09-01,Scotland
5901,112468,2011-09-01,Wales
8360,112689,2011-10-01,East Midlands
15085,112689,2011-10-01,South East
9709,112689,2011-10-01,Yorkshire & Humber
9932,112689,2011-10-01,South West
8652,112689,2011-10-01,West Midlands
9154,112689,2011-10-01,Scotland
5868,112689,2011-10-01,Wales
13225,112689,2011-10-01,London
5538,112689,2011-10-01,North
10322,112689,2011-10-01,East Anglia
11590,112689,2011-10-01,North West
4547,112689,2011-10-01,Northern Ireland
9080,112558,2011-11-01,Scotland
8378,112558,2011-11-01,East Midlands
15056,112558,2011-11-01,South East
13177,112558,2011-11-01,London
4532,112558,2011-11-01,Northern Ireland
5540,112558,2011-11-01,North
11595,112558,2011-11-01,North West
9937,112558,2011-11-01,South West
9558,112558,2011-11-01,Yorkshire & Humber
8741,112558,2011-11-01,West Midlands
10290,112558,2011-11-01,East Anglia
5890,112558,2011-11-01,Wales
5934,113770,2011-12-01,Wales
10471,113770,2011-12-01,East Anglia
13345,113770,2011-12-01,London
9971,113770,2011-12-01,South West
11731,113770,2011-12-01,North West
8418,113770,2011-12-01,East Midlands
9209,113770,2011-12-01,Scotland
5652,113770,2011-12-01,North
8860,113770,2011-12-01,West Midlands
9648,113770,2011-12-01,Yorkshire & Humber
4583,113770,2011-12-01,Northern Ireland
15164,113770,2011-12-01,South East
13203,112915,2012-01-01,London
4585,112915,2012-01-01,Northern Ireland
9152,112915,2012-01-01,Scotland
8353,112915,2012-01-01,East Midlands
5888,112915,2012-01-01,Wales
10441,112915,2012-01-01,East Anglia
9596,112915,2012-01-01,Yorkshire & Humber
11642,112915,2012-01-01,North West
9952,112915,2012-01-01,South West
8746,112915,2012-01-01,West Midlands
5585,112915,2012-01-01,North
14986,112915,2012-01-01,South East
9674,109908,2012-02-01,South West
9381,109908,2012-02-01,Yorkshire & Humber
11067,109908,2012-02-01,North West
5687,109908,2012-02-01,Wales
5320,109908,2012-02-01,North
4403,109908,2012-02-01,Northern Ireland
8548,109908,2012-02-01,West Midlands
10245,109908,2012-02-01,East Anglia
12842,109908,2012-02-01,London
9155,109908,2012-02-01,Scotland
8117,109908,2012-02-01,East Midlands
14831,109908,2012-02-01,South East
8318,112591,2012-03-01,East Midlands
5906,112591,2012-03-01,Wales
9610,112591,2012-03-01,Yorkshire & Humber
8765,112591,2012-03-01,West Midlands
4500,112591,2012-03-01,Northern Ireland
5430,112591,2012-03-01,North
10429,112591,2012-03-01,East Anglia
11435,112591,2012-03-01,North West
9347,112591,2012-03-01,Scotland
9918,112591,2012-03-01,South West
13115,112591,2012-03-01,London
15180,112591,2012-03-01,South East
8690,111722,2012-04-01,West Midlands
13111,111722,2012-04-01,London
9271,111722,2012-04-01,Scotland
10354,111722,2012-04-01,East Anglia
9459,111722,2012-04-01,Yorkshire & Humber
5817,111722,2012-04-01,Wales
8257,111722,2012-04-01,East Midlands
9867,111722,2012-04-01,South West
4481,111722,2012-04-01,Northern Ireland
14971,111722,2012-04-01,South East
5401,111722,2012-04-01,North
11424,111722,2012-04-01,North West
11560,112977,2012-05-01,North West
8748,112977,2012-05-01,West Midlands
13339,112977,2012-05-01,London
9249,112977,2012-05-01,Scotland
9596,112977,2012-05-01,Yorkshire & Humber
15186,112977,2012-05-01,South East
10507,112977,2012-05-01,East Anglia
5840,112977,2012-05-01,Wales
9950,112977,2012-05-01,South West
4573,112977,2012-05-01,Northern Ireland
5478,112977,2012-05-01,North
8320,112977,2012-05-01,East Midlands
9304,113464,2012-06-01,Scotland
5898,113464,2012-06-01,Wales
10497,113464,2012-06-01,East Anglia
9963,113464,2012-06-01,South West
9673,113464,2012-06-01,Yorkshire & Humber
5542,113464,2012-06-01,North
4607,113464,2012-06-01,Northern Ireland
8303,113464,2012-06-01,East Midlands
15190,113464,2012-06-01,South East
13361,113464,2012-06-01,London
11581,113464,2012-06-01,North West
8842,113464,2012-06-01,West Midlands
5919,112979,2012-07-01,Wales
5503,112979,2012-07-01,North
11576,112979,2012-07-01,North West
8263,112979,2012-07-01,East Midlands
13260,112979,2012-07-01,London
9694,112979,2012-07-01,Yorkshire & Humber
4541,112979,2012-07-01,Northern Ireland
9965,112979,2012-07-01,South West
9212,112979,2012-07-01,Scotland
10437,112979,2012-07-01,East Anglia
8752,112979,2012-07-01,West Midlands
15204,112979,2012-07-01,South East
11630,113779,2012-08-01,North West
9297,113779,2012-08-01,Scotland
15229,113779,2012-08-01,South East
13345,113779,2012-08-01,London
5937,113779,2012-08-01,Wales
8336,113779,2012-08-01,East Midlands
4592,113779,2012-08-01,Northern Ireland
8915,113779,2012-08-01,West Midlands
10561,113779,2012-08-01,East Anglia
5489,113779,2012-08-01,North
9809,113779,2012-08-01,Yorkshire & Humber
9987,113779,2012-08-01,South West
4560,113529,2012-09-01,Northern Ireland
11628,113529,2012-09-01,North West
5521,113529,2012-09-01,North
8835,113529,2012-09-01,West Midlands
15188,113529,2012-09-01,South East
9962,113529,2012-09-01,South West
13306,113529,2012-09-01,London
5971,113529,2012-09-01,Wales
8307,113529,2012-09-01,East Midlands
9360,113529,2012-09-01,Scotland
10524,113529,2012-09-01,East Anglia
9703,113529,2012-09-01,Yorkshire & Humber
13302,113193,2012-10-01,London
9232,113193,2012-10-01,Scotland
5993,113193,2012-10-01,Wales
9733,113193,2012-10-01,Yorkshire & Humber
5554,113193,2012-10-01,North
15036,113193,2012-10-01,South East
11483,113193,2012-10-01,North West
10507,113193,2012-10-01,East Anglia
8376,113193,2012-10-01,East Midlands
8799,113193,2012-10-01,West Midlands
9923,113193,2012-10-01,South West
4589,113193,2012-10-01,Northern Ireland
9726,112322,2012-11-01,Yorkshire & Humber
5494,112322,2012-11-01,North
13253,112322,2012-11-01,London
4547,112322,2012-11-01,Northern Ireland
9882,112322,2012-11-01,South West
8626,112322,2012-11-01,West Midlands
8257,112322,2012-11-01,East Midlands
5882,112322,2012-11-01,Wales
9136,112322,2012-11-01,Scotland
11383,112322,2012-11-01,North West
10426,112322,2012-11-01,East Anglia
14990,112322,2012-11-01,South East
8585,112522,2012-12-01,West Midlands
5935,112522,2012-12-01,Wales
9788,112522,2012-12-01,South West
11433,112522,2012-12-01,North West
10464,112522,2012-12-01,East Anglia
13329,112522,2012-12-01,London
4570,112522,2012-12-01,Northern Ireland
9148,112522,2012-12-01,Scotland
9714,112522,2012-12-01,Yorkshire & Humber
8237,112522,2012-12-01,East Midlands
5527,112522,2012-12-01,North
15072,112522,2012-12-01,South East
11491,112470,2013-01-01,North West
9797,112470,2013-01-01,South West
5584,112470,2013-01-01,North
14848,112470,2013-01-01,South East
5944,112470,2013-01-01,Wales
9732,112470,2013-01-01,Yorkshire & Humber
10488,112470,2013-01-01,East Anglia
4623,112470,2013-01-01,Northern Ireland
9116,112470,2013-01-01,Scotland
8271,112470,2013-01-01,East Midlands
8708,112470,2013-01-01,West Midlands
13184,112470,2013-01-01,London
9061,108915,2013-02-01,Scotland
10947,108915,2013-02-01,North West
4417,108915,2013-02-01,Northern Ireland
5375,108915,2013-02-01,North
14452,108915,2013-02-01,South East
10161,108915,2013-02-01,East Anglia
8353,108915,2013-02-01,West Midlands
8049,108915,2013-02-01,East Midlands
9549,108915,2013-02-01,South West
9411,108915,2013-02-01,Yorkshire & Humber
12667,108915,2013-02-01,London
5762,108915,2013-02-01,Wales
8660,112073,2013-03-01,West Midlands
13065,112073,2013-03-01,London
11465,112073,2013-03-01,North West
14796,112073,2013-03-01,South East
10430,112073,2013-03-01,East Anglia
9771,112073,2013-03-01,South West
5526,112073,2013-03-01,North
8340,112073,2013-03-01,East Midlands
9245,112073,2013-03-01,Scotland
4600,112073,2013-03-01,Northern Ireland
5842,112073,2013-03-01,Wales
9622,112073,2013-03-01,Yorkshire & Humber
14796,111932,2013-04-01,South East
5499,111932,2013-04-01,North
9651,111932,2013-04-01,Yorkshire & Humber
10391,111932,2013-04-01,East Anglia
11501,111932,2013-04-01,North West
4574,111932,2013-04-01,Northern Ireland
9170,111932,2013-04-01,Scotland
9879,111932,2013-04-01,South West
5824,111932,2013-04-01,Wales
8706,111932,2013-04-01,West Midlands
8291,111932,2013-04-01,East Midlands
12963,111932,2013-04-01,London
10445,112460,2013-05-01,East Anglia
13039,112460,2013-05-01,London
4551,112460,2013-05-01,Northern Ireland
9887,112460,2013-05-01,South West
8841,112460,2013-05-01,West Midlands
5796,112460,2013-05-01,Wales
9259,112460,2013-05-01,Scotland
14901,112460,2013-05-01,South East
9600,112460,2013-05-01,Yorkshire & Humber
11610,112460,2013-05-01,North West
5527,112460,2013-05-01,North
8312,112460,2013-05-01,East Midlands
10550,113182,2013-06-01,East Anglia
9261,113182,2013-06-01,Scotland
13104,113182,2013-06-01,London
4607,113182,2013-06-01,Northern Ireland
5610,113182,2013-06-01,North
9883,113182,2013-06-01,South West
5879,113182,2013-06-01,Wales
9591,113182,2013-06-01,Yorkshire & Humber
11739,113182,2013-06-01,North West
14949,113182,2013-06-01,South East
8384,113182,2013-06-01,East Midlands
8905,113182,2013-06-01,West Midlands
5485,110722,2013-07-01,North
8239,110722,2013-07-01,East Midlands
12949,110722,2013-07-01,London
8738,110722,2013-07-01,West Midlands
4530,110722,2013-07-01,Northern Ireland
11548,110722,2013-07-01,North West
5749,110722,2013-07-01,Wales
9077,110722,2013-07-01,Scotland
14762,110722,2013-07-01,South East
9331,110722,2013-07-01,Yorkshire & Humber
9913,110722,2013-07-01,East Anglia
9726,110722,2013-07-01,South West
13008,111818,2013-08-01,London
4568,111818,2013-08-01,Northern Ireland
9752,111818,2013-08-01,South West
10291,111818,2013-08-01,East Anglia
9223,111818,2013-08-01,Scotland
8698,111818,2013-08-01,West Midlands
8257,111818,2013-08-01,East Midlands
14840,111818,2013-08-01,South East
9559,111818,2013-08-01,Yorkshire & Humber
5851,111818,2013-08-01,Wales
11542,111818,2013-08-01,North West
5554,111818,2013-08-01,North
9796,111942,2013-09-01,South West
8257,111942,2013-09-01,East Midlands
8815,111942,2013-09-01,West Midlands
13014,111942,2013-09-01,London
9280,111942,2013-09-01,Scotland
14812,111942,2013-09-01,South East
10303,111942,2013-09-01,East Anglia
9535,111942,2013-09-01,Yorkshire & Humber
4544,111942,2013-09-01,Northern Ireland
5879,111942,2013-09-01,Wales
11517,111942,2013-09-01,North West
5504,111942,2013-09-01,North
11553,112357,2013-10-01,North West
5865,112357,2013-10-01,Wales
4611,112357,2013-10-01,Northern Ireland
8873,112357,2013-10-01,West Midlands
10379,112357,2013-10-01,East Anglia
5571,112357,2013-10-01,North
13111,112357,2013-10-01,London
9609,112357,2013-10-01,Yorkshire & Humber
9218,112357,2013-10-01,Scotland
9781,112357,2013-10-01,South West
8322,112357,2013-10-01,East Midlands
14775,112357,2013-10-01,South East
8278,111887,2013-11-01,East Midlands
9783,111887,2013-11-01,South West
12968,111887,2013-11-01,London
9572,111887,2013-11-01,Yorkshire & Humber
8853,111887,2013-11-01,West Midlands
4603,111887,2013-11-01,Northern Ireland
9180,111887,2013-11-01,Scotland
5554,111887,2013-11-01,North
11494,111887,2013-11-01,North West
5832,111887,2013-11-01,Wales
10285,111887,2013-11-01,East Anglia
14843,111887,2013-11-01,South East
10358,112786,2013-12-01,East Anglia
4652,112786,2013-12-01,Northern Ireland
9824,112786,2013-12-01,South West
11561,112786,2013-12-01,North West
9656,112786,2013-12-01,Yorkshire & Humber
9279,112786,2013-12-01,Scotland
5906,112786,2013-12-01,Wales
5617,112786,2013-12-01,North
8348,112786,2013-12-01,East Midlands
14923,112786,2013-12-01,South East
8914,112786,2013-12-01,West Midlands
13016,112786,2013-12-01,London
10485,113219,2014-01-01,East Anglia
4719,113219,2014-01-01,Northern Ireland
9763,113219,2014-01-01,South West
14929,113219,2014-01-01,South East
11432,113219,2014-01-01,North West
9655,113219,2014-01-01,Yorkshire & Humber
13236,113219,2014-01-01,London
8338,113219,2014-01-01,East Midlands
9366,113219,2014-01-01,Scotland
5991,113219,2014-01-01,Wales
5708,113219,2014-01-01,North
8903,113219,2014-01-01,West Midlands
10216,108434,2014-02-01,East Anglia
5700,108434,2014-02-01,Wales
8883,108434,2014-02-01,Scotland
9433,108434,2014-02-01,South West
5487,108434,2014-02-01,North
8574,108434,2014-02-01,West Midlands
12363,108434,2014-02-01,London
14365,108434,2014-02-01,South East
10901,108434,2014-02-01,North West
9283,108434,2014-02-01,Yorkshire & Humber
7873,108434,2014-02-01,East Midlands
4637,108434,2014-02-01,Northern Ireland
5582,111378,2014-03-01,North
8216,111378,2014-03-01,East Midlands
11283,111378,2014-03-01,North West
9502,111378,2014-03-01,Yorkshire & Humber
14765,111378,2014-03-01,South East
12787,111378,2014-03-01,London
4586,111378,2014-03-01,Northern Ireland
8700,111378,2014-03-01,West Midlands
9728,111378,2014-03-01,South West
9199,111378,2014-03-01,Scotland
10443,111378,2014-03-01,East Anglia
5867,111378,2014-03-01,Wales
8197,110845,2014-04-01,East Midlands
9674,110845,2014-04-01,South West
4564,110845,2014-04-01,Northern Ireland
5539,110845,2014-04-01,North
11291,110845,2014-04-01,North West
9443,110845,2014-04-01,Yorkshire & Humber
5869,110845,2014-04-01,Wales
8630,110845,2014-04-01,West Midlands
14734,110845,2014-04-01,South East
9118,110845,2014-04-01,Scotland
12681,110845,2014-04-01,London
10411,110845,2014-04-01,East Anglia
8740,111915,2014-05-01,West Midlands
4593,111915,2014-05-01,Northern Ireland
8208,111915,2014-05-01,East Midlands
5544,111915,2014-05-01,North
14856,111915,2014-05-01,South East
9522,111915,2014-05-01,Yorkshire & Humber
11550,111915,2014-05-01,North West
12796,111915,2014-05-01,London
9769,111915,2014-05-01,South West
5906,111915,2014-05-01,Wales
10504,111915,2014-05-01,East Anglia
9229,111915,2014-05-01,Scotland
5623,112673,2014-06-01,North
11664,112673,2014-06-01,North West
9564,112673,2014-06-01,Yorkshire & Humber
9839,112673,2014-06-01,South West
9223,112673,2014-06-01,Scotland
4686,112673,2014-06-01,Northern Ireland
14944,112673,2014-06-01,South East
5937,112673,2014-06-01,Wales
12946,112673,2014-06-01,London
8242,112673,2014-06-01,East Midlands
10559,112673,2014-06-01,East Anglia
8710,112673,2014-06-01,West Midlands
10296,110263,2014-07-01,East Anglia
9380,110263,2014-07-01,Yorkshire & Humber
5497,110263,2014-07-01,North
14682,110263,2014-07-01,South East
5813,110263,2014-07-01,Wales
4432,110263,2014-07-01,Northern Ireland
11441,110263,2014-07-01,North West
9702,110263,2014-07-01,South West
12625,110263,2014-07-01,London
8176,110263,2014-07-01,East Midlands
8966,110263,2014-07-01,Scotland
8573,110263,2014-07-01,West Midlands
5551,111493,2014-08-01,North
5860,111493,2014-08-01,Wales
11517,111493,2014-08-01,North West
10426,111493,2014-08-01,East Anglia
9126,111493,2014-08-01,Scotland
8650,111493,2014-08-01,West Midlands
4610,111493,2014-08-01,Northern Ireland
9465,111493,2014-08-01,Yorkshire & Humber
8241,111493,2014-08-01,East Midlands
14864,111493,2014-08-01,South East
9788,111493,2014-08-01,South West
12715,111493,2014-08-01,London
12865,111704,2014-09-01,London
9766,111704,2014-09-01,South West
10428,111704,2014-09-01,East Anglia
14810,111704,2014-09-01,South East
4600,111704,2014-09-01,Northern Ireland
8621,111704,2014-09-01,West Midlands
11489,111704,2014-09-01,North West
9171,111704,2014-09-01,Scotland
5544,111704,2014-09-01,North
5880,111704,2014-09-01,Wales
9570,111704,2014-09-01,Yorkshire & Humber
8270,111704,2014-09-01,East Midlands
12700,111105,2014-10-01,London
5506,111105,2014-10-01,North
5841,111105,2014-10-01,Wales
4550,111105,2014-10-01,Northern Ireland
10394,111105,2014-10-01,East Anglia
9455,111105,2014-10-01,Yorkshire & Humber
8591,111105,2014-10-01,West Midlands
14797,111105,2014-10-01,South East
9699,111105,2014-10-01,South West
11469,111105,2014-10-01,North West
9213,111105,2014-10-01,Scotland
8194,111105,2014-10-01,East Midlands
9438,111793,2014-11-01,Yorkshire & Humber
14820,111793,2014-11-01,South East
8658,111793,2014-11-01,West Midlands
12752,111793,2014-11-01,London
11561,111793,2014-11-01,North West
10416,111793,2014-11-01,East Anglia
5593,111793,2014-11-01,North
5910,111793,2014-11-01,Wales
4613,111793,2014-11-01,Northern Ireland
9286,111793,2014-11-01,Scotland
8235,111793,2014-11-01,East Midlands
9757,111793,2014-11-01,South West
9741,111959,2014-12-01,South West
8566,111959,2014-12-01,West Midlands
5822,111959,2014-12-01,Wales
9488,111959,2014-12-01,Yorkshire & Humber
4645,111959,2014-12-01,Northern Ireland
14728,111959,2014-12-01,South East
9398,111959,2014-12-01,Scotland
8195,111959,2014-12-01,East Midlands
10493,111959,2014-12-01,East Anglia
12860,111959,2014-12-01,London
5590,111959,2014-12-01,North
11679,111959,2014-12-01,North West
10565,112492,2015-01-01,East Anglia
8714,112492,2015-01-01,West Midlands
4723,112492,2015-01-01,Northern Ireland
14866,112492,2015-01-01,South East
8273,112492,2015-01-01,East Midlands
5618,112492,2015-01-01,North
9416,112492,2015-01-01,Scotland
9719,112492,2015-01-01,South West
12817,112492,2015-01-01,London
9575,112492,2015-01-01,Yorkshire & Humber
11574,112492,2015-01-01,North West
5924,112492,2015-01-01,Wales
14425,110362,2015-02-01,South East
5549,110362,2015-02-01,North
11394,110362,2015-02-01,North West
9498,110362,2015-02-01,South West
12455,110362,2015-02-01,London
9220,110362,2015-02-01,Scotland
9454,110362,2015-02-01,Yorkshire & Humber
5834,110362,2015-02-01,Wales
8608,110362,2015-02-01,West Midlands
4633,110362,2015-02-01,Northern Ireland
10351,110362,2015-02-01,East Anglia
8183,110362,2015-02-01,East Midlands
8889,113759,2015-03-01,West Midlands
9824,113759,2015-03-01,South West
9674,113759,2015-03-01,Yorkshire & Humber
11784,113759,2015-03-01,North West
4749,113759,2015-03-01,Northern Ireland
5717,113759,2015-03-01,North
9418,113759,2015-03-01,Scotland
8452,113759,2015-03-01,East Midlands
10561,113759,2015-03-01,East Anglia
15004,113759,2015-03-01,South East
12922,113759,2015-03-01,London
6007,113759,2015-03-01,Wales
9733,115935,2015-04-01,Scotland
6013,115935,2015-04-01,North
13153,115935,2015-04-01,London
15132,115935,2015-04-01,South East
9955,115935,2015-04-01,South West
4805,115935,2015-04-01,Northern Ireland
9950,115935,2015-04-01,Yorkshire & Humber
9041,115935,2015-04-01,West Midlands
10643,115935,2015-04-01,East Anglia
6009,115935,2015-04-01,Wales
8572,115935,2015-04-01,East Midlands
12193,115935,2015-04-01,North West
9940,116093,2015-05-01,Yorkshire & Humber
